Unnamed: 0,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
106933,545398,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-02 11:43:00,12.75,13722.0,United Kingdom,38.25
52319,540704,21781,MA CAMPAGNE CUTLERY BOX,1,2011-01-11 10:04:00,14.95,17742.0,United Kingdom,14.95
280290,561390,22381,TOY TIDY PINK POLKADOT,10,2011-07-27 09:52:00,2.1,17068.0,United Kingdom,21.0
345048,567139,23169,CLASSIC GLASS COOKIE JAR,6,2011-09-16 14:45:00,4.15,13563.0,United Kingdom,24.900000000000002
240623,558105,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-06-26 14:54:00,3.75,15644.0,United Kingdom,3.75
539067,581429,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-12-08 15:41:00,1.25,16322.0,United Kingdom,15.0
225650,556728,23201,JUMBO BAG ALPHABET,1,2011-06-14 11:36:00,2.08,15719.0,United Kingdom,2.08
509796,579402,22970,LONDON BUS COFFEE MUG,36,2011-11-29 12:14:00,2.1,17306.0,United Kingdom,75.60000000000001
263162,C559939,22026,BANQUET BIRTHDAY  CARD  ,-12,2011-07-14 10:19:00,0.42,14426.0,United Kingdom,-5.04
380735,569833,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-10-06 12:56:00,9.95,15306.0,United Kingdom,19.9
513753,579560,21232,STRAWBERRY CERAMIC TRINKET POT,2,2011-11-30 11:31:00,1.25,15039.0,United Kingdom,2.5
177450,552064,21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,4,2011-05-06 11:05:00,5.45,15874.0,United Kingdom,21.8
87634,C543671,22602,RETROSPOT WOODEN HEART DECORATION,-36,2011-02-11 11:24:00,0.85,18087.0,United Kingdom,-30.599999999999998
524440,580555,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-12-05 10:18:00,3.75,14911.0,EIRE,15.0
490099,578040,22483,RED GINGHAM TEDDY BEAR ,2,2011-11-22 14:21:00,2.95,13322.0,United Kingdom,5.9
306387,563750,22568,FELTCRAFT CUSHION OWL,4,2011-08-19 10:18:00,3.75,16122.0,United Kingdom,15.0
298060,562980,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-08-11 11:44:00,2.08,17686.0,United Kingdom,20.8
379409,569692,22384,LUNCH BAG PINK POLKADOT,10,2011-10-05 15:17:00,1.65,14389.0,United Kingdom,16.5
230131,557123,22996,TRAVEL CARD WALLET VINTAGE TICKET,10,2011-06-16 17:56:00,0.42,15555.0,United Kingdom,4.2
481887,577365,23499,SET 12 VINTAGE DOILY CHALK ,24,2011-11-18 16:19:00,0.42,17063.0,United Kingdom,10.08
279702,561360,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-07-26 15:37:00,1.65,16133.0,United Kingdom,19.799999999999997
335503,566290,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-09-11 15:24:00,1.65,14456.0,United Kingdom,1.65
480314,577297,21535,RED RETROSPOT SMALL MILK JUG,2,2011-11-18 12:48:00,2.55,14593.0,United Kingdom,5.1
207175,554978,15036,ASSORTED COLOURS SILK FAN,12,2011-05-29 11:05:00,0.83,16889.0,United Kingdom,9.959999999999999
260397,559809,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-07-12 14:57:00,0.55,16409.0,United Kingdom,2.2
106266,545318,17003,BROCADE RING PURSE ,108,2011-03-01 14:26:00,0.29,14676.0,United Kingdom,31.319999999999997
539177,581436,23428,IVORY RETRO KITCHEN WALL CLOCK,4,2011-12-08 16:18:00,8.15,17491.0,United Kingdom,32.6
144857,548858,85180A,RED HEARTS LIGHT CHAIN ,3,2011-04-04 13:29:00,4.65,14911.0,EIRE,13.950000000000001
144847,548858,22254,FELT TOADSTOOL LARGE,12,2011-04-04 13:29:00,1.25,14911.0,EIRE,15.0
242015,558276,20974,12 PENCILS SMALL TUBE SKULL,96,2011-06-28 10:18:00,0.65,16422.0,United Kingdom,62.400000000000006
356484,568054,22092,BLUE PAISLEY TISSUE BOX,4,2011-09-23 12:50:00,0.39,16978.0,United Kingdom,1.56
439100,574354,22195,LARGE HEART MEASURING SPOONS,40,2011-11-04 10:47:00,1.65,17203.0,United Kingdom,66.0
415102,572513,22676,FRENCH BLUE METAL DOOR SIGN 1,1,2011-10-24 14:36:00,1.25,16728.0,United Kingdom,1.25
237064,557799,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-06-23 09:53:00,0.85,14854.0,United Kingdom,10.2
356220,568047,22960,JAM MAKING SET WITH JARS,6,2011-09-23 12:27:00,4.25,15075.0,United Kingdom,25.5
321630,565153,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-09-01 14:47:00,0.55,18241.0,United Kingdom,13.200000000000001
66352,541789,22111,SCOTTIE DOG HOT WATER BOTTLE,27,2011-01-21 13:07:00,4.25,14088.0,United Kingdom,114.75
466077,576303,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1,2011-11-14 14:51:00,1.65,15532.0,United Kingdom,1.65
155388,549985,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2011-04-13 15:58:00,3.25,15640.0,United Kingdom,3.25
508493,579196,21028,NINJA RABBIT BLACK,1,2011-11-28 15:54:00,2.46,14096.0,United Kingdom,2.46
252942,559145,22961,JAM MAKING SET PRINTED,96,2011-07-06 14:17:00,1.45,17404.0,Sweden,139.2
248393,558813,23084,RABBIT NIGHT LIGHT,72,2011-07-04 11:42:00,1.79,12682.0,France,128.88
227422,556876,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-06-15 11:56:00,0.85,16241.0,United Kingdom,0.85
3820,536685,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-12-02 12:23:00,3.39,17850.0,United Kingdom,27.12
302504,563434,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-08-16 12:21:00,2.95,14057.0,United Kingdom,2.95
257671,559542,23263,SET OF 3 WOODEN HEART DECORATIONS,3,2011-07-10 13:32:00,1.25,17126.0,United Kingdom,3.75
80638,543045,22778,GLASS CLOCHE SMALL,8,2011-02-03 09:04:00,3.95,14309.0,United Kingdom,31.6
440692,574544,23101,SILVER STARS TABLE DECORATION,12,2011-11-04 14:49:00,0.83,17084.0,United Kingdom,9.959999999999999
300955,563227,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,36,2011-08-14 15:33:00,2.55,14301.0,United Kingdom,91.8
371372,569219,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2011-10-02 13:01:00,3.75,13558.0,United Kingdom,3.75
30745,538879,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2010-12-14 15:50:00,0.29,15392.0,United Kingdom,6.959999999999999
96322,544485,22988,SOLDIERS EGG CUP ,12,2011-02-21 11:35:00,1.25,17757.0,United Kingdom,15.0
354080,567859,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-22 13:51:00,0.85,12936.0,United Kingdom,10.2
174012,551734,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-05-04 10:15:00,4.15,18178.0,United Kingdom,16.6
261627,559877,22526,WHEELBARROW FOR CHILDREN ,3,2011-07-13 11:17:00,12.75,15561.0,United Kingdom,38.25
119849,546625,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2011-03-15 11:45:00,9.95,17542.0,United Kingdom,9.95
28789,538659,20979,36 PENCILS TUBE RED RETROSPOT,16,2010-12-13 15:36:00,1.25,14625.0,United Kingdom,20.0
254375,559310,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-07-07 13:33:00,0.42,15505.0,United Kingdom,6.72
364142,568650,22078,RIBBON REEL LACE DESIGN ,10,2011-09-28 11:56:00,2.1,13505.0,Switzerland,21.0
12790,537396,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-06 14:08:00,1.69,17223.0,United Kingdom,3.38
249190,558888,22428,ENAMEL FIRE BUCKET CREAM,1,2011-07-04 15:29:00,6.95,14056.0,United Kingdom,6.95
172511,551543,22782,SET 3 WICKER STORAGE BASKETS ,1,2011-05-03 09:26:00,24.95,16055.0,United Kingdom,24.95
530277,C580832,23480,MINI LIGHTS WOODLAND MUSHROOMS,-15,2011-12-06 11:40:00,3.29,12753.0,Japan,-49.35
121730,546780,21914,BLUE HARMONICA IN BOX ,48,2011-03-17 07:40:00,1.25,12435.0,Denmark,60.0
383332,570016,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-10-07 10:06:00,4.95,14911.0,EIRE,19.8
243148,558420,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2011-06-29 11:46:00,4.95,14577.0,United Kingdom,4.95
113540,545980,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-03-08 12:49:00,1.95,14730.0,United Kingdom,3.9
276987,561084,21059,PARTY INVITES DINOSAURS,12,2011-07-25 08:50:00,0.85,14948.0,United Kingdom,10.2
369790,569100,23356,LOVE HOT WATER BOTTLE,2,2011-09-30 12:19:00,5.95,12748.0,United Kingdom,11.9
100973,544887,22746,POPPY'S PLAYHOUSE LIVINGROOM ,3,2011-02-24 11:54:00,2.1,17364.0,United Kingdom,6.300000000000001
168831,551142,82580,BATHROOM METAL SIGN,2,2011-04-26 13:22:00,0.55,17613.0,United Kingdom,1.1
358706,568161,23239,SET OF 4 KNICK KNACK TINS POPPIES,1,2011-09-25 12:31:00,4.15,15860.0,United Kingdom,4.15
478840,577107,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-11-17 17:30:00,4.95,16558.0,United Kingdom,19.8
9943,537224,82551,LAUNDRY 15C METAL SIGN,3,2010-12-05 16:24:00,1.45,13174.0,United Kingdom,4.35
151424,549555,22197,SMALL POPCORN HOLDER,6,2011-04-10 12:52:00,0.85,13606.0,United Kingdom,5.1
495609,578310,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-23 16:22:00,4.95,17434.0,United Kingdom,14.850000000000001
167506,550989,37413,ICON MUG REVOLUTIONARY,6,2011-04-21 18:22:00,0.39,13969.0,United Kingdom,2.34
432124,573822,23550,WRAP ALPHABET POSTER  ,25,2011-11-01 11:33:00,0.42,15527.0,United Kingdom,10.5
438494,574323,22065,CHRISTMAS PUDDING TRINKET POT ,4,2011-11-03 19:50:00,0.39,16438.0,United Kingdom,1.56
274225,560892,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,2011-07-21 17:08:00,1.65,13089.0,United Kingdom,19.799999999999997
309616,564135,22141,CHRISTMAS CRAFT TREE TOP ANGEL,5,2011-08-23 11:12:00,2.1,16550.0,United Kingdom,10.5
63163,541523,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-01-19 10:09:00,1.25,17708.0,United Kingdom,2.5
9073,537192,22859,EASTER TIN BUNNY BOUQUET,2,2010-12-05 13:42:00,1.65,16402.0,United Kingdom,3.3
110603,545690,21754,HOME BUILDING BLOCK WORD,1,2011-03-06 12:46:00,5.95,13263.0,United Kingdom,5.95
382719,569943,21973,SET OF 36 MUSHROOM PAPER DOILIES,1,2011-10-06 18:08:00,1.45,14592.0,United Kingdom,1.45
21620,538097,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,2010-12-09 14:56:00,9.95,15192.0,United Kingdom,39.8
4037,536743,20828,GLITTER BUTTERFLY CLIPS,2,2010-12-02 13:32:00,2.55,17964.0,United Kingdom,5.1
389415,570467,21058,PARTY INVITES WOODLAND,12,2011-10-10 16:06:00,0.85,12607.0,USA,10.2
109806,545660,21272,SALLE DE BAIN HOOK,5,2011-03-04 14:28:00,1.25,17191.0,United Kingdom,6.25
298576,563024,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-08-11 13:41:00,1.25,14639.0,United Kingdom,15.0
448939,575074,23203,JUMBO BAG VINTAGE DOILY ,3,2011-11-08 13:11:00,2.08,15356.0,United Kingdom,6.24
414545,572464,22113,GREY HEART HOT WATER BOTTLE,1,2011-10-24 13:08:00,4.25,17081.0,United Kingdom,4.25
538363,581405,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2011-12-08 13:50:00,0.39,13521.0,United Kingdom,0.39
303965,563557,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-08-17 13:33:00,0.55,15786.0,United Kingdom,13.200000000000001
231800,557283,20728,LUNCH BAG CARS BLUE,1,2011-06-19 12:26:00,1.65,16813.0,United Kingdom,1.65
190148,553183,22090,PAPER BUNTING RETROSPOT,6,2011-05-15 12:31:00,2.95,16076.0,United Kingdom,17.700000000000003
395517,571035,20725,LUNCH BAG RED RETROSPOT,10,2011-10-13 12:50:00,1.65,12446.0,RSA,16.5
424439,573266,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,80,2011-10-28 12:40:00,0.83,15290.0,United Kingdom,66.39999999999999
2287,536572,21811,CHRISTMAS HANGING HEART WITH BELL,12,2010-12-01 15:40:00,1.25,16539.0,United Kingdom,15.0
258052,559551,22287,DECORATION WOBBLY CHICKEN,2,2011-07-10 16:18:00,0.39,16877.0,United Kingdom,0.78
397763,571203,23206,LUNCH BAG APPLE DESIGN,100,2011-10-14 12:33:00,1.45,17677.0,United Kingdom,145.0
232938,557397,22852,DOG BOWL VINTAGE CREAM,1,2011-06-20 11:23:00,4.25,17897.0,United Kingdom,4.25
87166,543639,84459A,PINK METAL CHICKEN HEART ,1,2011-02-10 16:52:00,1.49,16725.0,United Kingdom,1.49
83186,C543290,22617,BAKING SET SPACEBOY DESIGN,-2,2011-02-07 10:44:00,4.95,16686.0,United Kingdom,-9.9
472198,C576670,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-11-16 11:55:00,1.95,16393.0,United Kingdom,-1.95
348536,567457,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-09-20 12:18:00,1.45,14164.0,United Kingdom,17.4
409739,572073,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,20,2011-10-20 13:46:00,0.29,13263.0,United Kingdom,5.8
50123,540546,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-01-09 15:56:00,0.85,12766.0,Portugal,10.2
131355,547555,21889,WOODEN BOX OF DOMINOES,12,2011-03-23 16:35:00,1.25,14075.0,United Kingdom,15.0
398128,571221,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-10-14 13:35:00,1.25,16416.0,United Kingdom,15.0
537030,581237,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-12-08 10:40:00,2.95,15443.0,United Kingdom,5.9
252852,559141,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-07-06 13:56:00,1.45,15311.0,United Kingdom,1.45
540214,581472,22698,PINK REGENCY TEACUP AND SAUCER,12,2011-12-08 19:55:00,2.95,15796.0,United Kingdom,35.400000000000006
189883,553172,23050,RECYCLED ACAPULCO MAT GREEN,4,2011-05-13 17:15:00,8.25,14031.0,United Kingdom,33.0
126237,547069,22233,JIGSAW RABBIT AND BIRDHOUSE,1,2011-03-20 13:52:00,1.65,16710.0,United Kingdom,1.65
373646,569337,22725,ALARM CLOCK BAKELIKE CHOCOLATE,100,2011-10-03 14:09:00,3.39,17396.0,United Kingdom,339.0
516426,579900,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-12-01 08:34:00,2.95,15951.0,United Kingdom,17.700000000000003
45583,540268,22318,FIVE HEART HANGING DECORATION,12,2011-01-06 11:25:00,2.95,13458.0,United Kingdom,35.400000000000006
110965,545702,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-03-06 15:21:00,1.69,14247.0,United Kingdom,13.52
283606,561794,21240,BLUE POLKADOT CUP,8,2011-07-29 13:11:00,0.85,12921.0,United Kingdom,6.8
378342,C569644,23112,PARISIENNE CURIO CABINET,-1,2011-10-05 12:31:00,7.5,14534.0,United Kingdom,-7.5
301036,563234,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-15 08:26:00,1.25,13621.0,United Kingdom,10.0
407332,C571860,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-10-19 13:42:00,8.5,14175.0,United Kingdom,-8.5
323749,565331,85015,SET OF 12  VINTAGE POSTCARD SET,1,2011-09-02 13:59:00,0.65,16674.0,United Kingdom,0.65
306285,563745,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-08-19 09:38:00,1.65,15159.0,United Kingdom,19.799999999999997
121550,546771,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-16 15:19:00,12.75,17515.0,United Kingdom,12.75
153404,549743,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-12 10:05:00,1.69,16186.0,United Kingdom,13.52
127067,547194,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-03-21 12:42:00,4.95,12637.0,France,9.9
165667,550820,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2011-04-21 08:43:00,2.55,13148.0,United Kingdom,15.299999999999999
190974,553224,22382,LUNCH BAG SPACEBOY DESIGN ,4,2011-05-16 10:40:00,1.65,17228.0,United Kingdom,6.6
171023,551351,21442,GREEN BIRDHOUSE DECORATION,24,2011-04-28 10:20:00,0.72,14298.0,United Kingdom,17.28
19812,537894,22730,ALARM CLOCK BAKELIKE IVORY,12,2010-12-09 10:16:00,3.75,12621.0,Germany,45.0
214948,555638,16169M,WRAP DAISY CARPET ,25,2011-06-06 12:51:00,0.42,15150.0,United Kingdom,10.5
256047,559424,22295,HEART FILIGREE DOVE LARGE,24,2011-07-08 12:14:00,1.65,18121.0,United Kingdom,39.599999999999994
296539,562918,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-08-10 13:51:00,1.65,15615.0,United Kingdom,19.799999999999997
348472,567454,22210,WOOD STAMP SET BEST WISHES,12,2011-09-20 12:12:00,0.83,15839.0,United Kingdom,9.959999999999999
359774,568197,23202,JUMBO BAG VINTAGE LEAF,10,2011-09-25 14:52:00,2.08,16746.0,United Kingdom,20.8
295156,562774,23136,IVORY WIRE SWEETHEART LETTER TRAY,4,2011-08-09 12:20:00,3.75,13500.0,United Kingdom,15.0
187477,552975,22792,FLUTED ANTIQUE CANDLE HOLDER,12,2011-05-12 13:58:00,0.85,17932.0,United Kingdom,10.2
220343,556184,21042,RED RETROSPOT APRON ,3,2011-06-09 11:39:00,5.95,16592.0,United Kingdom,17.85
172123,551518,22192,BLUE DINER WALL CLOCK,1,2011-05-01 11:36:00,8.5,15708.0,United Kingdom,8.5
159476,550339,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2011-04-17 15:40:00,2.95,17697.0,United Kingdom,17.700000000000003
104082,545105,POST,POSTAGE,6,2011-02-28 11:58:00,18.0,12598.0,France,108.0
390885,570634,22766,PHOTO FRAME CORNICE,4,2011-10-11 12:27:00,2.95,15024.0,United Kingdom,11.8
179467,552277,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-05-08 12:34:00,2.1,13642.0,United Kingdom,8.4
436990,574253,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-03 13:30:00,1.69,15252.0,United Kingdom,20.28
116659,546263,22203,MILK PAN RED RETROSPOT,1,2011-03-10 15:01:00,3.75,14156.0,EIRE,3.75
95615,544462,22652,TRAVEL SEWING KIT,4,2011-02-20 14:21:00,1.65,17050.0,United Kingdom,6.6
357699,568104,22426,ENAMEL WASH BOWL CREAM,1,2011-09-23 15:50:00,3.75,16485.0,United Kingdom,3.75
230467,557149,16238,PARTY TIME PENCIL ERASERS,3,2011-06-17 11:01:00,0.21,17961.0,United Kingdom,0.63
105395,545224,22386,JUMBO BAG PINK POLKADOT,20,2011-03-01 09:03:00,1.95,17068.0,United Kingdom,39.0
165343,550783,21192,WHITE BELL HONEYCOMB PAPER ,24,2011-04-20 13:58:00,1.65,13485.0,United Kingdom,39.599999999999994
522543,580401,21154,RED RETROSPOT OVEN GLOVE ,10,2011-12-04 11:50:00,1.25,17618.0,United Kingdom,12.5
520342,580279,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-12-02 13:12:00,8.5,15123.0,United Kingdom,17.0
397597,571190,21802,CHRISTMAS TREE HEART DECORATION,6,2011-10-14 11:43:00,0.42,17771.0,United Kingdom,2.52
332690,566089,21166,COOK WITH WINE METAL SIGN ,96,2011-09-09 10:31:00,1.85,14062.0,United Kingdom,177.60000000000002
301692,563351,22678,FRENCH BLUE METAL DOOR SIGN 3,20,2011-08-15 14:17:00,1.25,16902.0,United Kingdom,25.0
382098,569897,23470,CARD HOLDER LOVE BIRD LARGE ,1,2011-10-06 16:01:00,6.25,17813.0,United Kingdom,6.25
180609,552330,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-05-09 10:13:00,3.75,12948.0,United Kingdom,15.0
418766,572744,85216,ASSORTED CAKES FRIDGE MAGNETS,6,2011-10-25 16:14:00,0.65,14085.0,United Kingdom,3.9000000000000004
424329,573263,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2011-10-28 12:34:00,1.79,13694.0,United Kingdom,358.0
326251,565481,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-09-05 11:31:00,4.95,16891.0,United Kingdom,4.95
484050,577519,17003,BROCADE RING PURSE ,36,2011-11-20 13:20:00,0.39,15044.0,United Kingdom,14.040000000000001
477416,577057,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-11-17 14:26:00,2.55,12748.0,United Kingdom,2.55
8923,537155,22983,CARD BILLBOARD FONT,12,2010-12-05 13:05:00,0.42,12748.0,United Kingdom,5.04
32596,539095,20728,LUNCH BAG CARS BLUE,10,2010-12-16 10:18:00,1.65,16037.0,United Kingdom,16.5
53550,540839,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2011-01-11 15:42:00,4.95,16791.0,United Kingdom,4.95
482820,577484,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-20 11:52:00,2.95,13536.0,United Kingdom,17.700000000000003
96664,544574,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-21 13:51:00,2.95,12365.0,Cyprus,17.700000000000003
70625,542087,22927,GREEN GIANT GARDEN THERMOMETER,2,2011-01-25 12:35:00,5.95,14849.0,United Kingdom,11.9
202544,554483,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-24 12:57:00,12.75,13771.0,United Kingdom,12.75
261622,559877,21918,SET 12 KIDS COLOUR  CHALK STICKS,16,2011-07-13 11:17:00,0.42,15561.0,United Kingdom,6.72
391652,570674,21823,PAINTED METAL HEART WITH HOLLY BELL,24,2011-10-11 14:59:00,0.39,14911.0,EIRE,9.36
23755,538216,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,8,2010-12-10 11:51:00,4.25,14543.0,United Kingdom,34.0
402424,571498,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-10-17 15:06:00,2.95,17841.0,United Kingdom,2.95
167656,550998,22128,PARTY CONES CANDY ASSORTED,48,2011-04-26 09:12:00,1.25,12414.0,Austria,60.0
193390,553526,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,2011-05-17 14:54:00,1.65,16266.0,United Kingdom,3.3
214805,555631,22920,HERB MARKER BASIL,2,2011-06-06 12:06:00,0.65,18118.0,United Kingdom,1.3
224212,556509,POST,POSTAGE,2,2011-06-13 10:33:00,18.0,12708.0,Germany,36.0
534738,581166,23236,STORAGE TIN VINTAGE DOILY ,2,2011-12-07 14:43:00,2.89,15525.0,United Kingdom,5.78
262417,559918,82580,BATHROOM METAL SIGN,12,2011-07-13 15:29:00,0.55,18225.0,United Kingdom,6.6000000000000005
399143,571272,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-16 12:19:00,12.75,13878.0,United Kingdom,25.5
335308,566281,84950,ASSORTED COLOUR T-LIGHT HOLDER,24,2011-09-11 14:15:00,0.65,12748.0,United Kingdom,15.600000000000001
310841,564203,23331,DECORATIVE WICKER HEART SMALL,48,2011-08-24 08:49:00,0.63,18061.0,United Kingdom,30.240000000000002
476529,577024,21616,4 PEAR BOTANICAL DINNER CANDLES,3,2011-11-17 12:47:00,1.25,14704.0,United Kingdom,3.75
253834,C559193,22659,LUNCH BOX I LOVE LONDON,-1,2011-07-07 10:26:00,1.95,12379.0,Belgium,-1.95
354430,567878,22091,EMPIRE TISSUE BOX,3,2011-09-22 14:42:00,0.39,16910.0,United Kingdom,1.17
329973,565862,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-09-07 14:56:00,2.95,15885.0,United Kingdom,17.700000000000003
205624,554824,20728,LUNCH BAG CARS BLUE,10,2011-05-26 14:21:00,1.65,15785.0,United Kingdom,16.5
242686,558368,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-06-28 15:36:00,1.65,14329.0,United Kingdom,9.899999999999999
420291,572885,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,2,2011-10-26 13:45:00,1.25,15311.0,United Kingdom,2.5
287039,562046,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-02 10:34:00,3.75,12378.0,Switzerland,15.0
174848,551855,21770,OPEN CLOSED METAL SIGN,3,2011-05-04 15:08:00,4.95,12836.0,United Kingdom,14.850000000000001
349636,567512,23391, I LOVE LONDON MINI BACKPACK,4,2011-09-20 15:03:00,4.15,12720.0,Germany,16.6
199257,554092,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-05-22 12:41:00,1.25,17176.0,United Kingdom,15.0
